last name,first name,position,team,year,average salary
Doyle,Milton,G,BKN,2017,815615
Mitchell,Akil,PF,BKN,2017,815615
Senglin,Jeremy,PG,BKN,2017,815615
Kilpatrick,Sean,SG,BKN,2017,750951
Batum,Nicolas,SG,CHA,2017,24000000
Howard,Dwight,C,CHA,2017,23500000
Zeller,Cody,PF,CHA,2017,14000000
Williams,Marvin,PF,CHA,2017,13628125
Kidd-Gilchrist,Michael,SF,CHA,2017,13000000
Walker,Kemba,PG,CHA,2017,12000000
Lamb,Jeremy,SG,CHA,2017,7000000
Monk,Malik,SG,CHA,2017,3175980
Kaminsky,Frank,C,CHA,2017,2730040
Carter-Williams,Michael,PG,CHA,2017,2700000
Bacon,Dwayne,SF,CHA,2017,1270792
O'Bryant,Johnny,C,CHA,2017,842894
Henderson,Terry,SG,CHA,2017,815615
Hicks,Isaiah,PF,CHA,2017,815615
Petrasek,Luke,F,CHA,2017,815615
Williams,T.J.,PG,CHA,2017,815615
Stone,Julyan,PG,CHA,2017,762153
Graham,Treveon,SG,CHA,2017,543471
Lopez,Robin,C,CHI,2017,13503875
Mirotic,Nikola,PF,CHI,2017,13500000
Felicio,Cristiano,PF,CHI,2017,8000000
Holiday,Justin,SG,CHI,2017,4500000
Markkanen,Laui,PF,CHI,2017,4178880
Dunn,Kris,PG,CHI,2017,3959640
Pondexter,Quincy,SF,CHI,2017,3500000
LaVine,Zach,SG,CHI,2017,2411825
Valentine,Denzel,SG,CHI,2017,2139300
Payne,Cameron,PG,CHI,2017,2112480
Grant,Jerian,PG,CHI,2017,1643080
Eddie,Jarell,SF,CHI,2017,1524305
Portis,Bobby,PF,CHI,2017,1453720
Stone,Diamond,C,CHI,2017,1428781
Zipser,Paul,SF,CHI,2017,957908
Johnson,Jaylen,PF,CHI,2017,815615
Koenig,Bronson,PG,CHI,2017,815615
Nwaba,David,SG,CHI,2017,693070
Butler,Jimmy,SG,CHI,2017,604152
James,LeBron,SF,CLE,2017,33285709
Love,Kevin,PF,CLE,2017,22642350
Thompson,Tristan,C,CLE,2017,16400000
Smith,J.R.,SG,CLE,2017,14250000
Shumpert,Iman,SG,CLE,2017,10000000
Frye,Channing,PF,CLE,2017,8000000
Korver,Kyle,SG,CLE,2017,7353333
Crowder,Jae,SF,CLE,2017,7000000
Thomas,Isaiah,PG,CLE,2017,6750001
Osman,Cedi,SF,CLE,2017,2772355
Jefferson,Richard,SF,CLE,2017,2537500
Calderon,Jose,PG,CLE,2017,2328652
Green,Jeff,SF,CLE,2017,2328652
Perkins,Kendrick,C,CLE,2017,2328652
Wade,Dwyane,SG,CLE,2017,2328652
Rose,Derrick,PG,CLE,2017,2106470
Zizic,Ante,C,CLE,2017,1798980
Tavares,Walter,C,CLE,2017,1025682
Felder,Kay,PG,CLE,2017,832994
Barnes,Harrison,SF,DAL,2017,23609631
Matthews,Wesley,SG,DAL,2017,17515007
Powell,Dwight,PF,DAL,2017,9317188
McRoberts,Josh,PF,DAL,2017,5663088
Nowitzki,Dirk,PF,DAL,2017,5000000
Noel,Nerlens,C,DAL,2017,4187598
Harris,Devin,PG,DAL,2017,4140721
Barea,Jose,PG,DAL,2017,4000425
SmithJr.,Dennis,PG,DAL,2017,3519120
Curry,Seth,SG,DAL,2017,2963205
Withey,Jeff,C,DAL,2017,1686123
Wayns,Maalik,PG,DAL,2017,1471382
Finney-Smith,Dorian,SF,DAL,2017,832994
Clavell,Gian,SG,DAL,2017,815615
Kleber,Maxi,F,DAL,2017,815615
Mejri,Salah,C,DAL,2017,804825
Ferrell,Yogi,PG,DAL,2017,207798
Millsap,Paul,PF,DEN,2017,30500000
Plumlee,Mason,C,DEN,2017,13666667
Faried,Kenneth,PF,DEN,2017,12500000
Chandler,Wilson,SF,DEN,2017,11625000
Arthur,Darrell,PF,DEN,2017,7666667
Nelson,Jameer,PG,DEN,2017,4540525
Barton,Will,SG,DEN,2017,3533333
Murray,Jamal,PG,DEN,2017,3355320
Mudiay,Emmanuel,PG,DEN,2017,3241840
Lyles,Trey,PF,DEN,2017,2596512
Childress,Josh,SF,DEN,2017,2106470
Hernangomez,Juan,PF,DEN,2017,2076880
Beasley,Malik,SG,DEN,2017,1958379
Harris,Gary,SG,DEN,2017,1828154
Lydon,Tyler,SF,DEN,2017,1727040
Jokic,Nikola,C,DEN,2017,1358500
Drummond,Andre,C,DET,2017,25434263
Harris,Tobias,PF,DET,2017,16000000
Jackson,Reggie,PG,DET,2017,16000000
Leuer,Jon,PF,DET,2017,10500000
Bradley,Avery,SG,DET,2017,8000000
Marjanovic,Boban,C,DET,2017,7000000
Galloway,Langston,PG,DET,2017,7000000
Smith,Ishmael,PG,DET,2017,6000000
Tolliver,Anthony,PF,DET,2017,3290000
Kennard,Luke,SG,DET,2017,3017280
Johnson,Stanley,SF,DET,2017,2969880
Bullock,Reggie,SF,DET,2017,2500000
Udrih,Beno,PG,DET,2017,2328652
Moreland,Eric,PF,DET,2017,1826300
Ellenson,Henry,PF,DET,2017,1742460
Nnoko,Landry,C,DET,2017,815615
Willis,Derek,F,DET,2017,815615
Curry,Stephen,PG,GSW,2017,40231758
Durant,Kevin,SF,GSW,2017,25625000
Thompson,Klay,SG,GSW,2017,17244863
Green,Draymond,PF,GSW,2017,16400000
Iguodala,Andre,SG,GSW,2017,16000000
Livingston,Shaun,PG,GSW,2017,7897436
Young,Nick,SF,GSW,2017,5192000
Pachulia,Zaza,C,GSW,2017,3477600
West,David,PF,GSW,2017,2328652
McGee,JaVale,C,GSW,2017,2116955
Casspi,Omri,SF,GSW,2017,2106470
Gbinije,Michael,SG,GSW,2017,1312611
Niang,Georges,SF,GSW,2017,1312611
Jones,Damian,C,GSW,2017,1242086
Looney,Kevon,SF,GSW,2017,1182880
Bell,Jordan,PF,GSW,2017,1096929
Cleveland,Antonius,SG,GSW,2017,815615
Hamilton,Alex,G,GSW,2017,815615
McCaw,Patrick,SG,GSW,2017,724360
Harden,James,SG,HOU,2017,29491212
Paul,Chris,PG,HOU,2017,21468695
Anderson,Ryan,PF,HOU,2017,20000000
Gordon,Eric,SG,HOU,2017,13221622
Ariza,Trevor,SF,HOU,2017,8000001
Tucker,P.J.,SF,HOU,2017,7969537
Hilario,Nene,PF,HOU,2017,3651480
Black,Tarik,C,HOU,2017,3290000
Richard,Luc,SF,HOU,2017,2116955
Johnson,Christapher,SF,HOU,2017,1577230
Williams,Troy,SF,HOU,2017,1564356
Capela,Clint,C,HOU,2017,1515672
Qi,Zhou,C,HOU,2017,1391332
Brown,Bobby,PG,HOU,2017,1312611
Oliver,Cameron,F,HOU,2017,1096929
Taylor,Isaiah,PG,HOU,2017,1000474
Onuaku,Chinanu,C,HOU,2017,832994
DePaula,George,PG,HOU,2017,815615
Quarterman,Tim,PG,HOU,2017,724360
Oladipo,Victor,SG,IND,2017,21250000
Young,Thaddeus,PF,IND,2017,13500000
Bogdanovic,Bojan,SF,IND,2017,10500000
Collison,Darren,PG,IND,2017,10000000
Jefferson,Al,C,IND,2017,10000000
Joseph,Cory,PG,IND,2017,7472500
Stephenson,Lance,SF,IND,2017,4090000
Turner,Myles,C,IND,2017,2700451
Sabonis,Domantas,PF,IND,2017,2495100
Leaf,TJ,PF,IND,2017,2217960
Wilkins,Damien,SG,IND,2017,2116955
Anigbogu,Ike,C,IND,2017,1315587
Jones,DeQuan,SF,IND,2017,1312611
Uthoff,Jarrod,PF,IND,2017,1312611
Robinson,Glen,SG,IND,2017,1080333
Young,Joseph,PG,IND,2017,1075000
McKinney-Jones,Trey,SG,IND,2017,815615
Moore,Ben,PF,IND,2017,815615
Griffin,Blake,PF,LAC,2017,34234964
Jordan,DeAndre,C,LAC,2017,21904013
Gallinari,Danilo,SF,LAC,2017,21587579
Rivers,Austin,SG,LAC,2017,11825000
Williams,Louis,SG,LAC,2017,7000000
Teodosic,Milos,PG,LAC,2017,6150000
Johnson,Wesley,SG,LAC,2017,5881260
Beverley,Patrick,PG,LAC,2017,5756757
Dekker,Sam,SF,LAC,2017,1720520
Reed,Willie,PF,LAC,2017,1577230
Plumlee,Marshall,PF,LAC,2017,1312611
Wiltjer,Kyle,PF,LAC,2017,1312611
Johnson,Brice,PF,LAC,2017,1302540
Thornwell,Sindarius,SG,LAC,2017,1270792
Evans,Jawun,PG,LAC,2017,1096929
Harrell,Montrezl,PF,LAC,2017,1045000
Henton,LaDontae,F,LAC,2017,815615
Wallace,Tyrone,PG,LAC,2017,815615
Williams,C.J.,SG,LAC,2017,815615
Lopez,Brook,C,LAL,2017,21165675
Deng,Luol,SF,LAL,2017,18000000
Caldwell-Pope,Kentavious,SG,LAL,2017,17745894
Clarkson,Jordan,SG,LAL,2017,12500000
Brewer,Corey,SG,LAL,2017,7806971
Ball,Lonzo,PG,LAL,2017,6874260
Ingram,Brandon,SF,LAL,2017,5400540
Randle,Julius,PF,LAL,2017,3386491
Bogut,Andrew,C,LAL,2017,2328652
Ennis,Tyler,PG,LAL,2017,1590199
Hart,Josh,SG,LAL,2017,1524840
Blue,Vander,SG,LAL,2017,1471382
Weber,Briante,SG,LAL,2017,1471382
Zimmerman,Stephen,C,LAL,2017,1312611
Nance,Larry,PF,LAL,2017,1207640
Bryant,Thomas,C,LAL,2017,1096929
Zubac,Ivica,C,LAL,2017,1081529
Conley,Mike,PG,MEM,2017,30521115
Parsons,Chandler,SF,MEM,2017,23609631
Gasol,Marc,C,MEM,2017,22642350
Green,JaMychal,PF,MEM,2017,8500000
Wright,Brandan,PF,MEM,2017,5709880
McLemore,Ben,SG,MEM,2017,5330000
Evans,Tyreke,SF,MEM,2017,3290000
Ennis,James,SF,MEM,2017,2963205
Chalmers,Mario,PG,MEM,2017,2106470
Baldwin,Wade,PG,MEM,2017,1834080
Selden,Wayne,SG,MEM,2017,1428781
Davis,Deyonta,PF,MEM,2017,1307614
Martin,Jarell,PF,MEM,2017,1286200
Rabb,Ivan,PF,MEM,2017,1164121
Zagorac,Rade,SF,MEM,2017,1164121
Harrison,Andrew,PG,MEM,2017,994269
Morgan,Jeremy,G,MEM,2017,815615
Whiteside,Hassan,C,MIA,2017,24604885
Dragic,Goran,PG,MIA,2017,17000450
Johnson,James,PF,MIA,2017,14431700
Waiters,Dion,SG,MIA,2017,13000000
Olynyk,Kelly,C,MIA,2017,12500000
Johnson,Tyler,SG,MIA,2017,12500000
Ellington,Wayne,SG,MIA,2017,6135000
Winslow,Justise,SF,MIA,2017,2807282
Adebayo,Edrice,PF,MIA,2017,2723100
Haslem,Udonis,PF,MIA,2017,2328652
Mickey,Jordan,PF,MIA,2017,1471382
DrewII,Larry,PG,MIA,2017,1312611
Hammons,A.J.,C,MIA,2017,868504
McGruder,Rodney,SG,MIA,2017,832994
McCree,Erik,F,MIA,2017,815615
Williams,Matt,SG,MIA,2017,815615
Richardson,Josh,SG,MIA,2017,804825
White,Okaro,SF,MIA,2017,761803
Antetokounmpo,Giannis,SF,MIL,2017,25000000
Monroe,Greg,C,MIL,2017,17145838
Middleton,Khris,SF,MIL,2017,14000000
Henson,John,PF,MIL,2017,12000000
Snell,Tony,SF,MIL,2017,11500000
Teletovic,Mirza,PF,MIL,2017,10500000
Dellavedova,Matthew,PG,MIL,2017,9607500
Parker,Jabari,PF,MIL,2017,7413237
Maker,Thon,PF,MIL,2017,2626380
Wilson,DJ,PF,MIL,2017,2334660
Green,Gerald,SG,MIL,2017,2328652
Terry,Jason,SG,MIL,2017,2328652
Anthony,Joel,C,MIL,2017,2328652
Rush,Brandon,SG,MIL,2017,2116955
Vaughn,Rashad,SG,MIL,2017,1811040
Marshall,Kendall,PG,MIL,2017,1524305
Young,James,SG,MIL,2017,1524305
Brown,Sterling,SG,MIL,2017,1270792
Brogdon,Malcolm,PG,MIL,2017,976837
PaytonII,Gary,PG,MIL,2017,673889
Teague,Jeff,PG,MIN,2017,19000000
Butler,Jimmy,SG,MIN,2017,18467976
Dieng,Gorgui,PF,MIN,2017,15700000
Gibson,Taj,PF,MIN,2017,14000000
Aldrich,Cole,C,MIN,2017,7300000
Wiggins,Andrew,SF,MIN,2017,6212561
Towns,Karl-Anthony,C,MIN,2017,5960200
Crawford,Jamal,SG,MIN,2017,4436200
Bjelica,Nemanja,PF,MIN,2017,3900000
Patton,Justin,C,MIN,2017,2457540
Brooks,Aaron,PG,MIN,2017,2116955
Muhammad,Shabazz,SF,MIN,2017,1686123
Jones,Tyus,PG,MIN,2017,1339720
Georges-Hunt,Marcus,SG,MIN,2017,1312611
Beachem,V.J.,SF,MIN,2017,815615
Jefferson,Amile,PF,MIN,2017,815615
Trimble,Melo,PG,MIN,2017,815615
Holiday,Jrue,PG,NOP,2017,26361000
Davis,Anthony,PF,NOP,2017,25434263
Cousins,DeMarcus,C,NOP,2017,16404925
Hill,Solomon,SF,NOP,2017,12000000
Asik,Omer,C,NOP,2017,11595505
Moore,E'Twaun,SG,NOP,2017,8500000
Ajinca,Alexis,C,NOP,2017,5050000
Rondo,Rajon,PG,NOP,2017,3300000
Allen,Tony,SG,NOP,2017,2328652
Webster,Martell,SF,NOP,2017,2328652
Cunningham,Dante,PF,NOP,2017,2300000
Miller,Darius,SF,NOP,2017,2152500
Clark,Ian,SG,NOP,2017,1577230
JonesIII,Perry,SF,NOP,2017,1524305
Alexander,Cliff,PF,NOP,2017,1312611
Jackson,Frank,PG,NOP,2017,1270792
Crawford,Jordan,SG,NOP,2017,941319
Diallo,Cheick,C,NOP,2017,832994
Noah,Joakim,C,NYK,2017,18147500
HardawayJr.,Tim,SG,NYK,2017,17737500
Kanter,Enes,PF,NYK,2017,17515007
Lee,Courtney,SG,NYK,2017,12000835
Thomas,Lance,SF,NYK,2017,6887488
Porzingis,Kristaps,PF,NYK,2017,4662524
Baker,Ron,SG,NYK,2017,4436200
O'Quinn,Kyle,C,NYK,2017,4003125
Ntilinkina,Frank,PG,NYK,2017,3828420
Kuzminskas,Mindaugas,SF,NYK,2017,2961518
McDermott,Doug,SF,NYK,2017,2609109
Jack,Jarrett,PG,NYK,2017,2328652
Sessions,Ramon,PG,NYK,2017,2328652
Beasley,Michael,SF,NYK,2017,2116955
Hernangomez,Willy,C,NYK,2017,1466125
Artis,Jamel,SF,NYK,2017,815615
Hayes,Nigel,PF,NYK,2017,815615
Rathan-Mayes,Xavier,SG,NYK,2017,815615
Westbrook,Russell,PG,OKC,2017,28530608
Adams,Steven,C,OKC,2017,25000000
Anthony,Carmelo,SF,OKC,2017,24812936
George,Paul,SF,OKC,2017,18314532
Roberson,Andre,SG,OKC,2017,10000000
Abrines,Alex,SG,OKC,2017,5725000
Patterson,Patrick,PF,OKC,2017,5451600
Singler,Kyle,SF,OKC,2017,4750000
Kanter,Enes,PF,OKC,2017,2682626
Collison,Nick,PF,OKC,2017,2328652
Felton,Raymond,PG,OKC,2017,2328652
Ferguson,Terrance,SG,OKC,2017,1951920
Canaan,Isaiah,PG,OKC,2017,1577230
Brown,Markel,SG,OKC,2017,1471382
Huestis,Josh,SF,OKC,2017,1191520
Johnson,Dakari,C,OKC,2017,1096929
Grant,Jerami,SF,OKC,2017,903456
Christon,Semaj,PG,OKC,2017,832994
Alford,Bryce,G,OKC,2017,815615
Thomas,Rashawn,PF,OKC,2017,815615
Biyombo,Bismack,PF,ORL,2017,18000000
Fournier,Evan,SG,ORL,2017,17000000
Vucevic,Nikola,C,ORL,2017,13250000
Ross,Terrence,SF,ORL,2017,10500000
Augustin,D.J.,PG,ORL,2017,7250000
Simmons,Jonathon,SG,ORL,2017,6666667
Mack,Shelvin,PG,ORL,2017,6000000
Isaac,Jonathan,SF,ORL,2017,4577700
Gordon,Aaron,SF,ORL,2017,4504865
Hezonja,Mario,SF,ORL,2017,3909880
Payton,Elfrid,PG,ORL,2017,2712375
Afflalo,Arron,SG,ORL,2017,2328652
Speights,Marreese,C,ORL,2017,2116955
Rudez,Damjan,SF,ORL,2017,1524305
Iwundu,Wesley,SF,ORL,2017,1348921
Lucas,Kalin,PG,ORL,2017,1312611
Birch,Khem,PF,ORL,2017,1096929
Caupain,Troy,PG,ORL,2017,815615
Redick,J.J.,SG,PHI,2017,23000000
Johnson,Amir,PF,PHI,2017,11000000
Bayless,Jerryd,PG,PHI,2017,9000000
Fultz,Markelle,PG,PHI,2017,7683060
Simmons,Ben,PF,PHI,2017,6036000
Embiid,Joel,C,PHI,2017,4995257
Okafor,Jahlil,C,PHI,2017,4788880
Stauskas,Nik,SG,PHI,2017,3103867
Saric,Dario,PF,PHI,2017,2370420
Humphries,Kris,PF,PHI,2017,2328652
Okafor,Emeka,C,PHI,2017,2328652
Anderson,Justin,SG,PHI,2017,1514200
Korkmaz,Furkan,SG,PHI,2017,1482760
Luwawu-Cabarrot,Timothe,SF,PHI,2017,1356780
Covington,Robert,SF,PHI,2017,1148232
Holmes,Richaun,PF,PHI,2017,1038249
BlackmonJr.,James,SG,PHI,2017,815615
Pullen,Jacob,PG,PHI,2017,815615
McConnell,T.J.,PG,PHI,2017,804825
Bledsoe,Eric,PG,PHX,2017,14000000
Knight,Brandon,PG,PHX,2017,14000000
Chandler,Tyson,C,PHX,2017,13000000
Dudley,Jared,PF,PHX,2017,10000000
Williams,Alan,PF,PHX,2017,5666667
Jackson,Josh,SF,PHX,2017,5565780
Bender,Dragan,PF,PHX,2017,4372560
Len,Alex,C,PHX,2017,4187598
Daniels,Troy,SG,PHX,2017,3333336
Chriss,Marquese,PF,PHX,2017,3007620
Warren,T.J.,SF,PHX,2017,2319013
Booker,Devin,SG,PHX,2017,2223600
Bennett,Anthony,PF,PHX,2017,1577230
Reed,Davon,SG,PHX,2017,1391332
Jones,Derrick,SF,PHX,2017,1133678
Ulis,Tyler,PG,PHX,2017,1000000
Jok,Peter,SG,PHX,2017,815615
Millsap,Elijah,SG,PHX,2017,773687
Lillard,Damian,PG,POR,2017,27977689
McCollum,C.J.,SG,POR,2017,26658362
Turner,Evan,SF,POR,2017,17500000
Harkless,Maurice,PF,POR,2017,10500000
Leonard,Meyers,C,POR,2017,10250000
Aminu,Al-Farouq,SF,POR,2017,7500000
Davis,Ed,PF,POR,2017,6666667
Collins,Zach,PF,POR,2017,3343080
Vonleh,Noah,PF,POR,2017,2854628
Nurkic,Jusuf,C,POR,2017,2118326
Morrow,Anthony,SG,POR,2017,2116955
Swanigan,Caleb,PF,POR,2017,1602960
Goodwin,Archie,SG,POR,2017,1577230
Napier,Shabazz,PG,POR,2017,1561140
Layman,Jake,SF,POR,2017,851837
Connaughton,Pat,SG,POR,2017,838158
Briscoe,Isaiah,G,POR,2017,815615
Hill,George,PG,SAC,2017,19000000
Randolph,Zach,PF,SAC,2017,12000000
Bogdanovic,Bogdan,SG,SAC,2017,9000000
Koufos,Kosta,C,SAC,2017,8219750
Carter,Vince,SG,SAC,2017,8000000
Temple,Garrett,SG,SAC,2017,8000000
Fox,De'Aaron,PG,SAC,2017,5040060
Hield,Buddy,SG,SAC,2017,3596340
Cauley-Stein,Willie,PF,SAC,2017,3551200
Jackson,Justin,SF,SAC,2017,2586720
Papagiannis,Georgios,C,SAC,2017,2251800
Giles,Harry,PF,SAC,2017,2033220
Richardson,Malachi,SG,SAC,2017,1472220
Mason,Frank,PG,SAC,2017,1393716
Labissiere,Skal,PF,SAC,2017,1215540
Jones,Matt,G,SAC,2017,815615
Williams,Marcus,PG,SAC,2017,815615
Aldridge,LaMarcus,PF,SAS,2017,21018008
Leonard,Kawhi,SF,SAS,2017,18868625
Gasol,Pau,PF,SAS,2017,16000000
Parker,Tony,PG,SAS,2017,14445313
Mills,Patrick,PG,SAS,2017,12428571
Green,Danny,SG,SAS,2017,10000000
Gay,Rudy,SF,SAS,2017,8616150
Ginobili,Manu,SG,SAS,2017,2500000
Lauvergne,Joffrey,PF,SAS,2017,1590199
White,Derrick,PG,SAS,2017,1535880
Murray,Dejounte,PG,SAS,2017,1206660
Anderson,Kyle,SF,SAS,2017,1142880
Paul,Brandon,SG,SAS,2017,1096929
Brimah,Amida,C,SAS,2017,815615
Perrantes,London,G,SAS,2017,815615
Bertans,Davis,SF,SAS,2017,724360
Forbes,Bryn,SG,SAS,2017,724360
Lowry,Kyle,PG,TOR,2017,33333333
DeRozan,DeMar,SG,TOR,2017,27800000
Ibaka,Serge,PF,TOR,2017,21666667
Valanciunas,Jonas,C,TOR,2017,16000000
Miles,C.J.,SG,TOR,2017,8333333
Poeltl,Jakob,C,TOR,2017,2764800
Nogueira,Lucas,C,TOR,2017,2118326
Anunoby,OG,SF,TOR,2017,1798980
Caboclo,Bruno,SF,TOR,2017,1755806
Wright,Delon,PG,TOR,2017,1577280
McDaniels,K.J.,SG,TOR,2017,1524305
Siakam,Pascal,PF,TOR,2017,1222980
McKinnie,Alfonzo,PF,TOR,2017,1096929
Powell,Norman,SG,TOR,2017,846461
Meeks,Kennedy,PF,TOR,2017,815615
Rautins,Andy,SG,TOR,2017,815615
VanVleet,Fred,PG,TOR,2017,724360
Gobert,Rudy,C,UTA,2017,25500000
Rubio,Ricky,PG,UTA,2017,13750000
Ingles,Joe,SF,UTA,2017,13000000
Favors,Derrick,PF,UTA,2017,11737500
Johnson,Joe,SF,UTA,2017,10752500
Burks,Alec,PG,UTA,2017,10500000
Sefolosha,Thabo,SF,UTA,2017,5250000
Jerebko,Jonas,PF,UTA,2017,4100000
Exum,Dante,SG,UTA,2017,4081356
Udoh,Ekpe,PF,UTA,2017,3280000
Mitchell,Donovan,SG,UTA,2017,2866380
Hood,Rodney,SG,UTA,2017,1608046
Bradley,Tony,C,UTA,2017,1547220
O'Neal,Royce,F,UTA,2017,1270792
Neto,Raul,PG,UTA,2017,910849
Bolomboy,Joel,PF,UTA,2017,851837
Braun,Taylor,G,UTA,2017,815615
Long,Naz,PG,UTA,2017,815615
Porter,Otto,SF,WAS,2017,26631244
Beal,Bradley,SG,WAS,2017,25434263
Wall,John,PG,WAS,2017,16957900
Mahinmi,Ian,C,WAS,2017,16000000
Gortat,Marcin,C,WAS,2017,12000000
Morris,Markieff,PF,WAS,2017,8000000
Smith,Jason,PF,WAS,2017,5225000
Meeks,Jodie,SG,WAS,2017,3372250
Satoransky,Tomas,SG,WAS,2017,3000000
Frazier,Tim,PG,WAS,2017,2045000
Oubre,Kelly,SF,WAS,2017,2006640
Scott,Mike,PF,WAS,2017,1709538
Sloan,Donald,PG,WAS,2017,1709538
Felix,Carrick,SG,WAS,2017,1312611
McCullough,Chris,PF,WAS,2017,1267701
Ochefu,Daniel,SF,WAS,2017,832994
McLellan,Sheldon,SG,WAS,2017,724360
