last name,first name,position,team,year,average salary
Marion,Shawn,SF,CLE,2014,1448490
Harris,Joe,SG,CLE,2014,903456
Dellavedova,Matthew,PG,CLE,2014,653331
Perkins,Kendrick,C,CLE,2014,434547
Parsons,Chandler,SF,DAL,2014,15361500
Chandler,Tyson,C,DAL,2014,13852363
Rondo,Rajon,PG,DAL,2014,11000000
Ellis,Monta,SG,DAL,2014,8360000
Nowitzki,Dirk,PF,DAL,2014,8333333
Haywood,Brendan,C,DAL,2014,7023500
Harris,Devin,PG,DAL,2014,4140721
Felton,Raymond,PG,DAL,2014,3715383
Jefferson,Richard,SF,DAL,2014,1448490
Villanueva,Charlie,PF,DAL,2014,1316809
Aminu,Al-Farouq,SF,DAL,2014,981084
Powell,Dwight,PF,DAL,2014,676198
Stoudemire,Amar'e,PF,DAL,2014,485670
Smith,Greg,C,DAL,2014,481884
Barea,Jose,PG,DAL,2014,325645
James,Bernard,C,DAL,2014,236886
James,Bernard,C,DAL,2014,5384
James,Bernard,C,DAL,2014,5384
Lawson,Ty,PG,DEN,2014,12000000
Gallinari,Danilo,SF,DEN,2014,10500000
Chandler,Wilson,SF,DEN,2014,6344163
Hickson,J.J,PF,DEN,2014,5381750
Arthur,Darrell,PF,DEN,2014,4837500
Foye,Randy,SG,DEN,2014,3045000
Nelson,Jameer,PG,DEN,2014,2793470
Nurkic,Jusuf,C,DEN,2014,2118326
Harris,Gary,SG,DEN,2014,1828154
Lauvergne,Joffrey,PF,DEN,2014,1736573
Faried,Kenneth,PF,DEN,2014,1545842
Green,Erick,PG,DEN,2014,777609
Barton,Will,SG,DEN,2014,751372
Clark,Ian,SG,DEN,2014,653331
Franklin,Jamaal,SG,DEN,2014,483244
Jennings,Brandon,PG,DET,2014,8000000
Prince,Tayshaun,SF,DET,2014,7000000
Meeks,Jodie,SG,DET,2014,6270000
Monroe,Greg,C,DET,2014,5479933
Butler,Caron,SF,DET,2014,4500000
Anthony,Joel,C,DET,2014,3650000
Tolliver,Anthony,PF,DET,2014,3000000
Caldwell-Pope,Kentavious,SG,DET,2014,2998910
Drummond,Andre,C,DET,2014,2664793
Jackson,Reggie,PG,DET,2014,1457363
Williams,Shawne,SF,DET,2014,1292066
Martin,Cartier,PF,DET,2014,1208325
Dinwiddie,Spencer,PG,DET,2014,841830
Miller,Quincy,SF,DET,2014,582199
LucasIII,John,PG,DET,2014,336966
LucasIII,John,PG,DET,2014,6739
LucasIII,John,PG,DET,2014,6739
Miller,Quincy,SF,DET,2014,5384
Miller,Quincy,SF,DET,2014,5384
Lee,David,PF,GSW,2014,13256280
Bogut,Andrew,C,GSW,2014,12000000
Iguodala,Andre,SG,GSW,2014,12000000
Curry,Stephen,PG,GSW,2014,11000000
Livingston,Shaun,PG,GSW,2014,5543725
Speights,Marreese,C,GSW,2014,3657500
Thompson,Klay,SG,GSW,2014,2435620
Barnes,Harrison,SF,GSW,2014,2192970
Barbosa,Leandro,SG,GSW,2014,1448490
Ezeli,Festus,C,GSW,2014,1302377
Rush,Brandon,SG,GSW,2014,1208325
Green,Draymond,PF,GSW,2014,880248
Holiday,Justin,SG,GSW,2014,816482
Kuzmic,Ognjen,C,GSW,2014,653331
McAdoo,James,SF,GSW,2014,506091
McAdoo,James,SF,GSW,2014,2984
McAdoo,James,SF,GSW,2014,2984
Howard,Dwight,C,HOU,2014,21897818
Harden,James,SG,HOU,2014,15756438
Ariza,Trevor,SF,HOU,2014,8000001
Scola,Luis,PF,HOU,2014,5724622
Terry,Jason,SG,HOU,2014,5225000
Papanikolaou,Kostas,SF,HOU,2014,4797664
Brewer,Corey,SG,HOU,2014,4702500
Smith,Josh,SF,HOU,2014,2077000
Jones,Terrence,PF,HOU,2014,1786262
Prigioni,Pablo,PG,HOU,2014,1662961
Motiejunas,Donatas,PF,HOU,2014,1639061
Capela,Clint,C,HOU,2014,1515672
Dorsey,Joey,PF,HOU,2014,981792
Johnson,Nick,SG,HOU,2014,777609
Beverley,Patrick,PG,HOU,2014,661830
McDaniels,K.J.,SG,HOU,2014,507336
George,Paul,SF,IND,2014,18314532
Hibbert,Roy,C,IND,2014,14610937
West,David,PF,IND,2014,12200000
Hill,George,PG,IND,2014,8000000
Scola,Luis,PF,IND,2014,4508504
Miles,C.J.,SG,IND,2014,4488838
Mahinmi,Ian,C,IND,2014,4000000
Copeland,Chris,SF,IND,2014,3067500
Watson,C.J.,PG,IND,2014,2046500
Hill,Solomon,SF,IND,2014,1302800
Stuckey,Rodney,PG,IND,2014,1227985
Rudez,Damjan,SF,IND,2014,1124750
Allen,LaVoy,PF,IND,2014,948163
Sloan,Donald,PG,IND,2014,916228
Whittington,Shayne,PF,IND,2014,507336
Paul,Chris,PG,LAC,2014,21468695
Griffin,Blake,PF,LAC,2014,18907725
Jordan,DeAndre,C,LAC,2014,10759764
Redick,J.J.,SG,LAC,2014,6938750
Hawes,Spencer,PF,LAC,2014,5663088
Crawford,Jamal,SG,LAC,2014,5337500
Barnes,Matt,SF,LAC,2014,3396250
Rivers,Austin,SG,LAC,2014,2339080
Turkoglu,Hedo,SF,LAC,2014,1448490
Davis,Glen,PF,LAC,2014,1227985
Wilcox,C.J.,SG,LAC,2014,1159680
Udoh,Ekpe,PF,LAC,2014,981084
Jones,Dahntay,SF,LAC,2014,613478
Hamilton,Jordan,SF,LAC,2014,583006
Hawes,Spencer,PF,LAC,2014,566309
Hudson,Lester,PG,LAC,2014,521654
Jones,Dahntay,SF,LAC,2014,8521
Jones,Dahntay,SF,LAC,2014,8521
Robinson,Nate,PG,LAC,2014,7746
Robinson,Nate,PG,LAC,2014,7746
Hudson,Lester,PG,LAC,2014,5773
Hamilton,Jordan,SF,LAC,2014,5577
Hamilton,Jordan,SF,LAC,2014,5577
Bryant,Kobe,SF,LAL,2014,24250000
Hill,Jordan,C,LAL,2014,9000000
Lin,Jeremy,PG,LAL,2014,8374646
Young,Nick,SF,LAL,2014,5331544
Randle,Julius,PF,LAL,2014,3386491
Boozer,Carlos,PF,LAL,2014,3251000
Kelly,Ryan,PF,LAL,2014,1687125
Price,Ronnie,PG,LAL,2014,1316809
Ellington,Wayne,SG,LAL,2014,1063384
Davis,Ed,PF,LAL,2014,1040843
Johnson,Wesley,SG,LAL,2014,981084
Sacre,Robert,C,LAL,2014,895154
Black,Tarik,C,LAL,2014,676198
Clarkson,Jordan,SG,LAL,2014,676198
Brown,Jabari,SG,LAL,2014,444912
Blue,Vander,SG,LAL,2014,14409
Buycks,Dwight,PG,LAL,2014,6244
Brown,Jabari,SG,LAL,2014,2984
Brown,Jabari,SG,LAL,2014,2984
Randolph,Zach,PF,MEM,2014,16500000
Gasol,Marc,C,MEM,2014,14375941
Green,Jeff,SF,MEM,2014,8800000
Conley,Mike,PG,MEM,2014,8000000
Lee,Courtney,SG,MEM,2014,5337500
Allen,Tony,SG,MEM,2014,5000000
Carter,Vince,SG,MEM,2014,4088019
Koufos,Kosta,C,MEM,2014,3000000
Udrih,Beno,PG,MEM,2014,2123733
Adams,Jordan,SG,MEM,2014,1404600
Leuer,Jon,PF,MEM,2014,967500
Stokes,Jarnell,PF,MEM,2014,850163
Smith,Russ,PG,MEM,2014,777609
Calathes,Nick,SG,MEM,2014,653331
Green,JaMychal,PF,MEM,2014,653262
Thomas,Tyrus,PF,MEM,2014,6739
Green,JaMychal,PF,MEM,2014,2984
Green,JaMychal,PF,MEM,2014,2984
Bosh,Chris,PF,MIA,2014,23741060
Wade,Dwyane,SG,MIA,2014,15562500
Deng,Luol,SF,MIA,2014,9933037
Dragic,Goran,PG,MIA,2014,7500000
Miller,Mike,SG,MIA,2014,6400000
McRoberts,Josh,PF,MIA,2014,5663088
Andersen,Chris,PF,MIA,2014,5187500
Chalmers,Mario,PG,MIA,2014,4150000
Haslem,Udonis,PF,MIA,2014,2793470
Dragic,Zoran,SG,MIA,2014,1706250
Napier,Shabazz,PG,MIA,2014,1561140
Whiteside,Hassan,C,MIA,2014,875615
Ennis,James,SF,MIA,2014,777609
Walker,Henry,PG,MIA,2014,605819
Johnson,Tyler,SG,MIA,2014,522505
Beasley,Michael,SF,MIA,2014,195440
Beasley,Michael,SF,MIA,2014,6739
Beasley,Michael,SF,MIA,2014,6739
Walker,Henry,PG,MIA,2014,5771
Walker,Henry,PG,MIA,2014,5771
Johnson,Tyler,SG,MIA,2014,2984
Johnson,Tyler,SG,MIA,2014,2984
Mayo,O.J.,SG,MIL,2014,8000000
Ilyasova,Ersan,SF,MIL,2014,8000000
Parker,Jabari,PF,MIL,2014,7413237
Gooden,Drew,PF,MIL,2014,6687400
Pachulia,Zaza,C,MIL,2014,5200000
Dudley,Jared,PF,MIL,2014,4250000
Henson,John,PF,MIL,2014,3183295
Bayless,Jerryd,PG,MIL,2014,3000000
Antetokounmpo,Giannis,SF,MIL,2014,2871714
Carter-Williams,Michael,PG,MIL,2014,2520882
Ennis,Tyler,PG,MIL,2014,1662320
Plumlee,Miles,C,MIL,2014,1368493
Inglis,Damien,SF,MIL,2014,885144
O'Bryant,Johnny,C,MIL,2014,808497
Middleton,Khris,SF,MIL,2014,725906
Gutierrez,Jorge,PG,MIL,2014,495251
Martin,Kenyon,PF,MIL,2014,8521
Martin,Kenyon,PF,MIL,2014,8521
Johnson,Christapher,SF,MIL,2014,5384
Johnson,Christapher,SF,MIL,2014,5384
Gutierrez,Jorge,PG,MIL,2014,4803
Gutierrez,Jorge,PG,MIL,2014,4803
Pekovic,Nikola,C,MIN,2014,12000000
Garnett,Kevin,PF,MIN,2014,12000000
Martin,Kevin,SG,MIN,2014,6938750
Wiggins,Andrew,SF,MIN,2014,6212561
Bennett,Anthony,PF,MIN,2014,5563920
Budinger,Chase,SF,MIN,2014,5000000
Rubio,Ricky,PG,MIN,2014,3836364
Neal,Gary,PG,MIN,2014,3250000
LaVine,Zach,SG,MIN,2014,2411825
Muhammad,Shabazz,SF,MIN,2014,2240575
Payne,Adreian,PF,MIN,2014,1938800
Dieng,Gorgui,PF,MIN,2014,1647336
Hummel,Robbie,SF,MIN,2014,880000
Brown,Lorenzo,PG,MIN,2014,608118
Hamilton,Justin,C,MIN,2014,457259
Onuaku,Arinze,PF,MIN,2014,43226
Smith,Greg,C,MIN,2014,5973
Brown,Lorenzo,PG,MIN,2014,4803
Brown,Lorenzo,PG,MIN,2014,4803
Raduljica,Miroslav,C,MIN,2014,4803
Raduljica,Miroslav,C,MIN,2014,4803
Kilpatrick,Sean,SG,MIN,2014,2984
Outlaw,Travis,SF,NJN,2014,4000000
Gordon,Eric,SG,NOP,2014,14591391
Evans,Tyreke,SF,NOP,2014,11000001
Holiday,Jrue,PG,NOP,2014,10250001
Anderson,Ryan,PF,NOP,2014,8500000
Asik,Omer,C,NOP,2014,8374646
Davis,Anthony,PF,NOP,2014,5799503
Pondexter,Quincy,SF,NOP,2014,3500000
Cole,Norris,PG,NOP,2014,1082560
Fredette,Jimmer,PG,NOP,2014,948163
Cunningham,Dante,PF,NOP,2014,831942
Ajinca,Alexis,C,NOP,2014,808482
Babbitt,Luke,SF,NOP,2014,684540
Douglas,Toney,SG,NOP,2014,664827
Withey,Jeff,C,NOP,2014,653331
Douglas,Toney,SG,NOP,2014,6255
Douglas,Toney,SG,NOP,2014,6255
Williams,Elliot,SG,NOP,2014,5771
Williams,Elliot,SG,NOP,2014,5771
Wolters,Nate,PG,NOP,2014,4803
Wolters,Nate,PG,NOP,2014,4803
Anthony,Carmelo,SF,NYK,2014,24812936
Bargnani,Andrea,C,NYK,2014,10000000
Calderon,Jose,PG,NYK,2014,7250000
Smith,Jason,PF,NYK,2014,3278000
Shved,Alexey,PG,NYK,2014,3150000
Larkin,Shane,PG,NYK,2014,1571520
HardawayJr.,Tim,SG,NYK,2014,1508381
Aldrich,Cole,C,NYK,2014,981084
Acy,Quincy,SF,NYK,2014,789705
Early,Cleanthony,SF,NYK,2014,676198
Amundson,Louis,PF,NYK,2014,585775
Galloway,Langston,PG,NYK,2014,540411
Wear,Travis,PF,NYK,2014,507336
Ledo,Ricky,SG,NYK,2014,492850
Thomas,Lance,SF,NYK,2014,423885
Amundson,Louis,PF,NYK,2014,7708
Amundson,Louis,PF,NYK,2014,7708
Thomas,Lance,SF,NYK,2014,5577
Thomas,Lance,SF,NYK,2014,5577
Ledo,Ricky,SG,NYK,2014,4803
Ledo,Ricky,SG,NYK,2014,4803
Galloway,Langston,PG,NYK,2014,2984
Galloway,Langston,PG,NYK,2014,2984
Durant,Kevin,SF,OKC,2014,17832627
Westbrook,Russell,PG,OKC,2014,15719062
Ibaka,Serge,PF,OKC,2014,12350000
Kanter,Enes,PF,OKC,2014,4663129
Waiters,Dion,SG,OKC,2014,4205318
Novak,Steve,SF,OKC,2014,3750001
Morrow,Anthony,SG,OKC,2014,3344000
Augustin,D.J.,PG,OKC,2014,3000000
Collison,Nick,PF,OKC,2014,2757500
Adams,Steven,C,OKC,2014,2423849
Lamb,Jeremy,SG,OKC,2014,2341929
McGary,Mitch,PF,OKC,2014,1463040
Roberson,Andre,SG,OKC,2014,1323828
JonesIII,Perry,SF,OKC,2014,1321472
Singler,Kyle,SF,OKC,2014,1045000
Frye,Channing,PF,ORL,2014,8000000
Oladipo,Victor,SG,ORL,2014,5371860
Gordon,Aaron,SF,ORL,2014,4504865
Gordon,Ben,SG,ORL,2014,4500000
Ridnour,Luke,PG,ORL,2014,2750000
Payton,Elfrid,PG,ORL,2014,2712375
Harkless,Maurice,PF,ORL,2014,2080925
Vucevic,Nikola,C,ORL,2014,1977425
Harris,Tobias,PF,ORL,2014,1706649
Nicholson,Andrew,PF,ORL,2014,1706648
Fournier,Evan,SG,ORL,2014,1639061
Green,Willie,SF,ORL,2014,1407666
DevynMarble,Roy,SF,ORL,2014,903456
O'Quinn,Kyle,C,ORL,2014,830996
Dedmon,Dewayne,C,ORL,2014,687919
Richardson,Jason,SG,PHI,2014,6000000
Embiid,Joel,C,PHI,2014,4995257
Richard,Luc,SF,PHI,2014,4691288
Noel,Nerlens,C,PHI,2014,3582433
Robinson,Thomas,PF,PHI,2014,3526480
Aldemir,Furkan,PF,PHI,2014,2855153
WrotenJr.,Tony,SG,PHI,2014,1886531
Turiaf,Ronny,C,PHI,2014,1500000
Covington,Robert,SF,PHI,2014,1148232
Smith,Ishmael,PG,PHI,2014,923373
Grant,Jerami,SF,PHI,2014,903456
Sims,Henry,C,PHI,2014,852058
Thompson,Hollis,SG,PHI,2014,817409
Canaan,Isaiah,PG,PHI,2014,778091
Sampson,JaKarr,SG,PHI,2014,777609
RobinsonIII,Glen,SG,PHI,2014,507336
DrewII,Larry,PG,PHI,2014,2984
DrewII,Larry,PG,PHI,2014,2984
Frazier,Tim,PG,PHI,2014,2984
Frazier,Tim,PG,PHI,2014,2984
Bledsoe,Eric,PG,PHX,2014,14000000
Thornton,Marcus,SG,PHX,2014,7787500
Childress,Josh,SF,PHX,2014,7000000
Tucker,P.J.,SF,PHX,2014,5500000
Wright,Brandan,PF,PHX,2014,5000000
Len,Alex,C,PHX,2014,3943345
Green,Gerald,SG,PHX,2014,3500000
Knight,Brandon,PG,PHX,2014,2897459
Warren,T.J.,SF,PHX,2014,2319013
Morris,Markieff,PF,PHX,2014,2251450
Morris,Marcus,PF,PHX,2014,2164795
Granger,Danny,SF,PHX,2014,2123733
Bullock,Reggie,SF,PHX,2014,1464451
Goodwin,Archie,SG,PHX,2014,1357732
McNeal,Jerel,PG,PHX,2014,487098
Barron,Earl,PF,PHX,2014,262057
Barron,Earl,PF,PHX,2014,7708
Barron,Earl,PF,PHX,2014,7708
Price,A.J.,PG,PHX,2014,6255
McNeal,Jerel,PG,PHX,2014,5384
Curry,Seth,SG,PHX,2014,4803
Roy,Brandon,SG,POR,2014,17174735
Aldridge,LaMarcus,PF,POR,2014,13000000
Batum,Nicolas,SG,POR,2014,11530375
Afflalo,Arron,SG,POR,2014,7342500
Matthews,Wesley,SG,POR,2014,6505320
Lopez,Robin,C,POR,2014,5119761
Kaman,Chris,C,POR,2014,4908000
Lillard,Damian,PG,POR,2014,3461292
Wright,Dorell,SF,POR,2014,3067500
Freeland,Joel,PF,POR,2014,2975000
McCollum,C.J.,SG,POR,2014,2620615
Leonard,Meyers,C,POR,2014,2435620
Blake,Steve,PG,POR,2014,2123733
Gee,Alonzo,SF,POR,2014,1063384
Crabbe,Allen,SF,POR,2014,878092
Frazier,Tim,PG,POR,2014,447902
Gay,Rudy,SF,SAC,2014,16460538
Cousins,DeMarcus,C,SAC,2014,16404925
Landry,Carl,PF,SAC,2014,6500000
Thompson,Jason,PF,SAC,2014,6037500
Collison,Darren,PG,SAC,2014,5013559
Miller,Andre,PG,SAC,2014,4875000
Williams,Derrick,PF,SAC,2014,4809840
McLemore,Ben,SG,SAC,2014,3271931
Stauskas,Nik,SG,SAC,2014,3103867
Evans,Reggie,PF,SAC,2014,1695635
Hollins,Ryan,C,SAC,2014,1310286
Casspi,Omri,SF,SAC,2014,1063384
Moreland,Eric,PF,SAC,2014,777609
McCallum,Ray,PG,SAC,2014,762791
Stockton,David,PG,SAC,2014,428498
Miller,Quincy,SF,SAC,2014,5384
Miller,Quincy,SF,SAC,2014,5384
Bhullar,Sim,C,SAC,2014,2984
Stockton,David,PG,SAC,2014,2984
Wear,David,PF,SAC,2014,2984
Parker,Tony,PG,SAS,2014,12500000
Duncan,Tim,PF,SAS,2014,10120482
Splitter,Tiago,PF,SAS,2014,9000000
Ginobili,Manu,SG,SAS,2014,7250000
Diaw,Boris,C,SAS,2014,7000000
Mills,Patrick,PG,SAS,2014,4333333
Green,Danny,SG,SAS,2014,3762500
Belinelli,Marco,SF,SAS,2014,2811875
Leonard,Kawhi,SF,SAS,2014,2080925
Baynes,Aron,PF,SAS,2014,2077000
Ayres,Jeff,PF,SAS,2014,1789375
Bonner,Matt,C,SAS,2014,1448490
Joseph,Cory,PG,SAS,2014,1290400
Anderson,Kyle,SF,SAS,2014,1142880
Williams,Reggie,SF,SAS,2014,764910
Williams,Reggie,SF,SAS,2014,6255
Williams,Reggie,SF,SAS,2014,6255
Green,JaMychal,PF,SAS,2014,2984
Lowry,Kyle,PG,TOR,2014,12000000
DeRozan,DeMar,SG,TOR,2014,9500000
Vasquez,Greivis,PG,TOR,2014,6500000
Fields,Landry,SF,TOR,2014,6250000
Patterson,Patrick,PF,TOR,2014,6050000
Johnson,Amir,PF,TOR,2014,6000000
Hayes,Chuck,PF,TOR,2014,5604375
Williams,Louis,SG,TOR,2014,5225000
Valanciunas,Jonas,C,TOR,2014,3809981
Hansbrough,Tyler,PF,TOR,2014,3254618
Ross,Terrence,SF,TOR,2014,2897459
Johnson,James,PF,TOR,2014,2500000
Nogueira,Lucas,C,TOR,2014,2118326
Caboclo,Bruno,SF,TOR,2014,1755806
Stiemsma,Greg,C,TOR,2014,981084
Hayward,Gordon,SF,UTA,2014,15741355
Favors,Derrick,PF,UTA,2014,11737500
Booker,Trevor,PF,UTA,2014,4887500
Exum,Dante,SG,UTA,2014,4081356
Burke,Trey,PG,UTA,2014,2758040
Burks,Alec,PG,UTA,2014,2341929
Evans,Jeremy,SF,UTA,2014,1750000
Hood,Rodney,SG,UTA,2014,1608046
Gobert,Rudy,C,UTA,2014,1375842
Jerrett,Grant,PF,UTA,2014,966800
Johnson,Christapher,SF,UTA,2014,715123
Millsap,Elijah,SG,UTA,2014,689074
Cotton,Bryce,PG,UTA,2014,639335
Cooley,Jack,PF,UTA,2014,629387
Ingles,Joe,SF,UTA,2014,507336
Williams,Elliot,SG,UTA,2014,5771
Williams,Elliot,SG,UTA,2014,5771
Johnson,Christapher,SF,UTA,2014,5384
Benimon,Jerrelle,PF,UTA,2014,2984
Cooley,Jack,PF,UTA,2014,2984
Cooley,Jack,PF,UTA,2014,2984
Cotton,Bryce,PG,UTA,2014,2984
Cotton,Bryce,PG,UTA,2014,2984
Millsap,Elijah,SG,UTA,2014,2984
Millsap,Elijah,SG,UTA,2014,2984
Wall,John,PG,WAS,2014,16957900
Hilario,Nene,PF,WAS,2014,13000000
Gortat,Marcin,C,WAS,2014,12000000
Blatche,Andray,C,WAS,2014,7794921
Webster,Martell,SF,WAS,2014,5497625
Pierce,Paul,SF,WAS,2014,5424363
PorterJr.,Otto,SF,WAS,2014,4826355
Beal,Bradley,SG,WAS,2014,4663129
Humphries,Kris,PF,WAS,2014,4440000
Seraphin,Kevin,PF,WAS,2014,3898691
Sessions,Ramon,PG,WAS,2014,2123733
Blair,DeJaun,C,WAS,2014,2000000
Butler,Rasual,SF,WAS,2014,1448490
Gooden,Drew,PF,WAS,2014,1448490
Temple,Garrett,SG,WAS,2014,1040843
Bynum,Will,PG,WAS,2014,72234
Bynum,Will,PG,WAS,2014,7476
Murry,Toure,SF,WAS,2014,4803
Murry,Toure,SF,WAS,2014,4803
