last name,first name,position,team,year,average salary
Beasley,Michael,SF,PHX,2012,6000000
Scola,Luis,PF,PHX,2012,4508504
Dudley,Jared,PF,PHX,2012,4250000
Johnson,Wesley,SG,PHX,2012,4006080
Brown,Shannon,PG,PHX,2012,3500000
Morris,Markieff,PF,PHX,2012,2251450
Morris,Marcus,PF,PHX,2012,2164795
Marshall,Kendall,PG,PHX,2012,1962360
O'Neal,Jermaine,C,PHX,2012,1352181
Haddadi,Hamed,C,PHX,2012,1348750
Tucker,P.J.,SF,PHX,2012,823244
Garrett,Diante,PG,PHX,2012,473604
Roy,Brandon,SG,POR,2012,17174735
Aldridge,LaMarcus,PF,POR,2012,13000000
Batum,Nicolas,SG,POR,2012,11530375
Matthews,Wesley,SG,POR,2012,6505320
Hickson,J.J,PF,POR,2012,4000000
Lillard,Damian,PG,POR,2012,3461292
Freeland,Joel,PF,POR,2012,2975000
Leonard,Meyers,C,POR,2012,2435620
Babbitt,Luke,SF,POR,2012,1768840
Maynor,Eric,PG,POR,2012,1648030
Jeffries,Jared,PF,POR,2012,1541486
Pavlovic,Sasha,SG,POR,2012,1360237
Williams,Elliot,SG,POR,2012,1348800
Smith,Nolan,PG,POR,2012,1336320
Claver,Victor,SF,POR,2012,1333333
Barton,Will,SG,POR,2012,751372
Salmons,John,SF,SAC,2012,7833200
Thornton,Marcus,SG,SAC,2012,7787500
Thompson,Jason,PF,SAC,2012,6037500
Hayes,Chuck,PF,SAC,2012,5604375
Evans,Tyreke,SF,SAC,2012,4223616
Cousins,DeMarcus,C,SAC,2012,3950033
Outlaw,Travis,SF,SAC,2012,3000000
Fredette,Jimmer,PG,SAC,2012,2339080
Aldrich,Cole,C,SAC,2012,2286000
Patterson,Patrick,PF,SAC,2012,2246325
Johnson,James,PF,SAC,2012,1988202
Douglas,Toney,SG,SAC,2012,1320190
Thomas,Isaiah,PG,SAC,2012,706697
Ginobili,Manu,SG,SAS,2012,12981038
Parker,Tony,PG,SAS,2012,12500000
Duncan,Tim,PF,SAS,2012,10120482
Jackson,Stephen,SF,SAS,2012,10059750
Diaw,Boris,C,SAS,2012,4601250
Green,Danny,SG,SAS,2012,3762500
Splitter,Tiago,PF,SAS,2012,3672000
Bonner,Matt,C,SAS,2012,3472500
Leonard,Kawhi,SF,SAS,2012,2080925
DeColo,Nando,PG,SAS,2012,1431500
Joseph,Cory,PG,SAS,2012,1290400
Mills,Patrick,PG,SAS,2012,1109535
Blair,DeJaun,C,SAS,2012,853897
Neal,Gary,PG,SAS,2012,696729
Baynes,Aron,PF,SAS,2012,514230
McGrady,Tracy,SG,SAS,2012,15908
Gay,Rudy,SF,TOR,2012,16460538
Bargnani,Andrea,C,TOR,2012,10000000
Fields,Landry,SF,TOR,2012,6250000
Johnson,Amir,PF,TOR,2012,6000000
Lowry,Kyle,PG,TOR,2012,5865000
Kleiza,Linas,SF,TOR,2012,4700000
Valanciunas,Jonas,C,TOR,2012,3809981
Ross,Terrence,SF,TOR,2012,2897459
DeRozan,DeMar,SG,TOR,2012,2676443
Gray,Aaron,C,TOR,2012,2632938
Telfair,Sebastian,PG,TOR,2012,1533750
LucasIII,John,PG,TOR,2012,1533750
Magloire,Jamaal,C,TOR,2012,1325181
Pietrus,Mickael,SF,TOR,2012,1005097
Anderson,Alan,SG,TOR,2012,885120
Acy,Quincy,SF,TOR,2012,789705
Jefferson,Al,C,UTA,2012,13000000
Williams,Mo,PG,UTA,2012,8543833
Williams,Marvin,PF,UTA,2012,7500000
Millsap,Paul,PF,UTA,2012,6600000
Favors,Derrick,PF,UTA,2012,4834539
Kanter,Enes,PF,UTA,2012,4663129
Hayward,Gordon,SF,UTA,2012,2762796
Foye,Randy,SG,UTA,2012,2500000
Burks,Alec,PG,UTA,2012,2341929
Watson,Earl,PG,UTA,2012,2000000
Evans,Jeremy,SF,UTA,2012,1750000
Tinsley,Jamaal,PG,UTA,2012,1290718
Carroll,DeMarre,SF,UTA,2012,711279
Murphy,Kevin,SG,UTA,2012,631238
McNeal,Jerel,PG,UTA,2012,628753
Leslie,Travis,SG,UTA,2012,4484
McNeal,Jerel,PG,UTA,2012,4484
Hilario,Nene,PF,WAS,2012,13000000
Okafor,Emeka,C,WAS,2012,12000000
Blatche,Andray,C,WAS,2012,7794921
Ariza,Trevor,SF,WAS,2012,6790640
Wall,John,PG,WAS,2012,6012541
Beal,Bradley,SG,WAS,2012,4663129
Vesely,Jan,SF,WAS,2012,3202960
Seraphin,Kevin,PF,WAS,2012,1950549
Webster,Martell,SF,WAS,2012,1750000
Booker,Trevor,PF,WAS,2012,1567895
Singleton,Chris,SF,WAS,2012,1551840
Collins,Jason,C,WAS,2012,1352181
Barbosa,Leandro,SG,WAS,2012,1229255
Martin,Cartier,PF,WAS,2012,915852
Price,A.J.,PG,WAS,2012,885120
Temple,Garrett,SG,WAS,2012,572943
Martin,Cartier,PF,WAS,2012,68902
