Rk,Player,Tm,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,Signed Using,Guaranteed,Average Salary
113,Kelly Olynyk\olynyke01,MIA,"$10,607,169 ","$11,137,527 ","$11,667,885 ","$12,198,243 ",,,Cap space,"$33,412,581 ",11402706
114,Omer Asik\asikom01,NOP,"$10,595,505 ","$11,286,516 ","$11,977,527 ",,,,Bird Rights,"$24,882,021 ",11286516
115,Joe Johnson\johnsjo02,UTA,"$10,505,000 ",,,,,,Cap Space,"$10,505,000 ",10505000
117,Mirza Teletovic\teletmi01,MIL,"$10,500,000 ","$10,500,000 ",,,,,Cap Space,"$21,000,000 ",10500000
118,Bojan Bogdanovic\bogdabo02,IND,"$10,500,000 ","$10,500,000 ",,,,,Cap space,"$12,000,000 ",10500000
119,Jon Leuer\leuerjo01,DET,"$10,497,319 ","$10,002,681 ","$9,508,043 ",,,,Cap Space,"$30,008,043 ",10002681
120,Iman Shumpert\shumpim01,CLE,"$10,337,079 ","$11,011,234 ",,,,,Bird Rights,"$10,337,079 ",10674157
121,Maurice Harkless\harklma01,POR,"$10,162,922 ","$10,837,079 ","$11,511,234 ",,,,Cap Space,"$32,511,235 ",10837078
122,Jared Dudley\dudleja01,PHO,"$10,000,000 ","$9,530,000 ",,,,,Cap Space,"$19,530,000 ",9765000
123,Darren Collison\collida01,IND,"$10,000,000 ","$10,000,000 ",,,,,Cap space,"$12,000,000 ",10000000
124,Danny Green\greenda02,SAS,"$10,000,000 ","$10,000,000 ",,,,,Bird Rights,"$10,000,000 ",10000000
125,Meyers Leonard\leoname01,POR,"$9,904,495 ","$10,595,506 ","$11,286,515 ",,,,Cap Space,"$31,786,516 ",10595505
126,Tony Snell\snellto01,MIL,"$9,821,429 ","$10,607,143 ","$11,392,857 ","$12,178,571 ",,,Cap space,"$31,821,429 ",11000000
127,Al Jefferson\jeffeal01,IND,"$9,769,821 ","$10,000,000 ",,,,,Cap Space,"$13,769,821 ",9884911
128,Matthew Dellavedova\dellama01,MIL,"$9,607,500 ","$9,607,500 ","$9,607,500 ",,,,Cap Space,"$28,822,500 ",9607500
129,Bogdan Bogdanovic\bogdabo01,SAC,"$9,470,614 ","$9,000,000 ","$8,529,386 ",,,,Cap space,"$27,000,000 ",9000000
130,Andre Roberson\roberan03,OKC,"$9,259,259 ","$10,000,000 ","$10,740,741 ",,,,Bird Rights,"$30,000,000 ",10000000
131,Trevor Booker\booketr01,BRK,"$9,125,000 ",,,,,,Cap Space,"$9,125,000 ",9125000
132,Dwight Powell\poweldw01,DAL,"$9,003,125 ","$9,631,250 ","$10,259,375 ",,,,Cap Space,"$18,634,375 ",9631250
133,Jerryd Bayless\bayleje01,PHI,"$9,000,000 ","$8,575,916 ",,,,,Cap Space,"$17,575,916 ",8787958
134,Avery Bradley\bradlav01,DET,"$8,808,989 ",,,,,,Bird Rights,"$8,808,989 ",8808989
135,JaMychal Green\greenja01,MEM,"$8,533,333 ","$7,866,667 ",,,,,Bird Rights,"$16,400,000 ",8200000
136,E'Twaun Moore\mooreet01,NOP,"$8,445,024 ","$8,808,685 ","$8,664,928 ",,,,Cap Space,"$25,918,637 ",8639546
137,Rudy Gay\gayru01,SAS,"$8,406,000 ","$8,826,300 ",,,,,MLE,"$8,406,000 ",8616150
138,Kosta Koufos\koufoko01,SAC,"$8,393,000 ","$8,739,500 ",,,,,Cap Space,"$8,393,000 ",8566250
139,Markieff Morris\morrima02,WAS,"$8,000,000 ","$8,600,000 ",,,,,Bird Rights,"$16,600,000 ",8300000
140,Vince Carter\cartevi01,SAC,"$8,000,000 ",,,,,,Cap space,"$8,000,000 ",8000000
141,Garrett Temple\templga01,SAC,"$8,000,000 ","$8,000,000 ",,,,,Cap Space,"$8,000,000 ",8000000
142,C.J. Miles\milescj01,TOR,"$7,936,509 ","$8,333,333 ","$8,730,158 ",,,,MLE,"$16,269,842 ",8333333
143,Cristiano Felicio\feliccr01,CHI,"$7,843,500 ","$8,470,980 ","$8,156,500 ","$7,529,020 ",,,Cap space,"$32,000,000 ",8000000
144,Shaun Livingston\livinsh01,GSW,"$7,692,308 ","$8,307,692 ","$7,692,308 ",,,,Bird Rights,"$18,000,000 ",7897436
145,Cory Joseph\josepco01,IND,"$7,630,000 ","$7,945,000 ",,,,,Cap Space,"$7,630,000 ",7787500
146,P.J. Tucker\tuckepj01,HOU,"$7,590,035 ","$7,969,537 ","$8,349,039 ","$7,969,537 ",,,MLE,"$26,477,799 ",7969537
147,Corey Brewer\breweco01,LAL,"$7,579,366 ",,,,,,Cap Space,"$7,579,366 ",7579366
149,Darrell Arthur\arthuda01,DEN,"$7,464,912 ","$7,464,912 ",,,,,Cap Space,"$7,464,912 ",7464912
150,Trevor Ariza\arizatr01,HOU,"$7,420,912 ",,,,,,Bird Rights,"$7,420,912 ",7420912
151,Channing Frye\fryech01,CLE,"$7,420,912 ",,,,,,Cap Space,"$7,420,912 ",7420912
152,Al-Farouq Aminu\aminual01,POR,"$7,319,035 ","$6,957,105 ",,,,,Cap Space,"$14,276,140 ",7138070
153,Cole Aldrich\aldrico01,MIN,"$7,300,000 ","$6,956,021 ",,,,,Cap Space,"$9,356,021 ",7128011
154,D.J. Augustin\augusdj01,ORL,"$7,250,000 ","$7,250,000 ","$7,250,000 ",,,,Cap Space,"$21,750,000 ",7250000
156,Kyle Korver\korveky01,CLE,"$7,000,000 ","$7,560,000 ","$7,500,000 ",,,,Bird Rights,"$18,000,000 ",7353333
158,Boban Marjanovic\marjabo01,DET,"$7,000,000 ","$7,000,000 ",,,,,Cap Space,"$14,000,000 ",7000000
159,Lou Williams\willilo02,LAC,"$7,000,000 ",,,,,,Cap Space,"$7,000,000 ",7000000
160,Jae Crowder\crowdja01,CLE,"$6,796,117 ","$7,305,825 ","$7,815,533 ",,,,Bird Rights,"$21,917,475 ",7305825
162,Langston Galloway\gallola01,DET,"$6,666,667 ","$7,000,000 ","$7,333,333 ",,,,MLE,"$21,000,000 ",7000000
163,Lance Thomas\thomala01,NYK,"$6,655,325 ","$7,119,650 ","$7,583,975 ",,,,Cap Space,"$13,774,975 ",7119650
164,Marco Belinelli\belinma01,ATL,"$6,606,060 ",,,,,,Cap Space,"$6,606,060 ",6606060
165,Ed Davis\davised01,POR,"$6,352,531 ",,,,,,Cap Space,"$6,352,531 ",6352531
166,Jonathon Simmons\simmojo02,ORL,"$6,300,000 ","$6,000,000 ","$5,700,000 ",,,,Cap space,"$13,300,000 ",6000000
168,Wayne Ellington\ellinwa01,MIA,"$6,270,000 ",,,,,,Cap Space,"$6,270,000 ",6270000
169,Isaiah Thomas\thomais02,CLE,"$6,261,395 ",,,,,,,"$6,261,395 ",6261395
173,Spencer Hawes\hawessp01,MIL,"$6,021,175 ",,,,,,,"$6,021,175 ",6021175
174,Josh McRoberts\mcrobjo01,DAL,"$6,021,175 ",,,,,,MLE,"$6,021,175 ",6021175
175,Ish Smith\smithis01,DET,"$6,000,000 ","$6,000,000 ",,,,,Cap Space,"$12,000,000 ",6000000
176,Alan Williams\willial03,PHO,"$6,000,000 ","$5,520,000 ","$5,520,000 ",,,,Cap space,"$6,000,000 ",5680000
177,Shelvin Mack\macksh01,ORL,"$6,000,000 ","$6,000,000 ",,,,,Cap space,"$6,000,000 ",6000000
178,Milos Teodosic\teodomi01,LAC,"$6,000,000 ","$6,300,000 ",,,,,MLE,"$6,000,000 ",6150000
179,Ersan Ilyasova\ilyaser01,ATL,"$6,000,000 ",,,,,,Cap space,"$6,000,000 ",6000000
180,Dewayne Dedmon\dedmode01,ATL,"$6,000,000 ","$6,300,000 ",,,,,Cap space,"$6,000,000 ",6150000
181,Brandan Wright\wrighbr03,MEM,"$5,955,760 ",,,,,,MLE,"$5,955,760 ",5955760
182,Tyler Johnson\johnsty01,MIA,"$5,881,260 ","$19,245,370 ","$19,245,370 ",,,,Cap Space,"$25,126,630 ",14790667
183,Wesley Johnson\johnswe01,LAC,"$5,881,260 ","$6,134,000 ",,,,,Cap Space,"$5,881,260 ",6007630
184,Alex Abrines\abrinal01,OKC,"$5,725,000 ","$5,455,236 ",,,,,Cap Space,"$11,180,236 ",5590118
188,Patrick Beverley\beverpa01,LAC,"$5,513,514 ","$5,027,028 ",,,,,Bird Rights,"$5,513,514 ",5270271
190,Deron Williams\willide01,BRK,"$5,500,000 ","$5,500,000 ","$5,500,000 ",,,,,"$16,500,000 ",5500000
191,Josh Smith\smithjo03,DET,"$5,400,000 ","$5,400,000 ","$5,400,000 ",,,,,"$16,200,000 ",5400000
192,Thabo Sefolosha\sefolth01,UTA,"$5,250,000 ","$5,250,000 ",,,,,Cap space,"$5,250,000 ",5250000
193,Jason Smith\smithja02,WAS,"$5,225,000 ","$5,450,000 ",,,,,Cap Space,"$5,225,000 ",5337500
194,Ben McLemore\mclembe01,MEM,"$5,200,000 ","$5,460,000 ",,,,,MLE,"$10,660,000 ",5330000
195,Patrick Patterson\pattepa01,OKC,"$5,192,000 ","$5,451,600 ","$5,711,200 ",,,,MLE,"$10,643,600 ",5451600
196,Nick Young\youngni01,GSW,"$5,192,000 ",,,,,,MLE,"$5,192,000 ",5192000
198,Marcus Morris\morrima03,BOS,"$5,000,000 ","$5,375,000 ",,,,,Bird Rights,"$10,375,000 ",5187500
199,Dirk Nowitzki\nowitdi01,DAL,"$5,000,000 ","$5,000,000 ",,,,,Cap space,"$5,000,000 ",5000000
200,Mike Muscala\muscami01,ATL,"$5,000,000 ","$5,000,000 ",,,,,Cap space,"$5,000,000 ",5000000
203,Alexis Ajinca\ajincal01,NOP,"$4,961,798 ","$5,285,394 ",,,,,Early Bird Rights,"$10,247,192 ",5123596
205,Jameer Nelson\nelsoja01,DEN,"$4,736,050 ",,,,,,Cap Space,"$4,736,050 ",4736050
206,Kyle Singler\singlky01,OKC,"$4,666,500 ","$4,996,000 ","$5,333,500 ",,,,Bird Rights,"$9,662,500 ",4998667
207,Justin Holiday\holidju01,CHI,"$4,615,385 ","$4,384,616 ",,,,,MLE,"$9,000,001 ",4500001
212,Devin Harris\harride01,DAL,"$4,402,546 ",,,,,,Cap Space,"$1,339,662 ",4402546
213,Ron Baker\bakerro01,NYK,"$4,328,000 ","$4,544,400 ",,,,,Room Exception,"$4,328,000 ",4436200
214,Jamal Crawford\crawfja01,MIN,"$4,328,000 ","$4,544,400 ",,,,,Room Exception,"$4,328,000 ",4436200
215,Aron Baynes\baynear01,BOS,"$4,328,000 ",,,,,,Room Exception,"$4,328,000 ",4328000
219,Lance Stephenson\stephla01,IND,"$4,180,000 ","$4,360,000 ",,,,,Cap space,"$4,180,000 ",4270000
221,Kyle O'Quinn\oquinky01,NYK,"$4,087,500 ","$4,256,250 ",,,,,Bird Rights,"$4,087,500 ",4171875
224,Jonas Jerebko\jerebjo01,UTA,"$4,000,000 ","$4,200,000 ",,,,,Cap space,"$4,000,000 ",4100000
225,Nemanja Bjelica\bjeline01,MIN,"$3,949,999 ",,,,,,MLE,"$3,949,999 ",3949999
226,J.J. Barea\bareajo01,DAL,"$3,903,900 ","$3,710,850 ",,,,,Cap Space,"$7,614,750 ",3807375
232,Will Barton\bartowi01,DEN,"$3,533,333 ",,,,,,Bird Rights,"$3,533,333 ",3533333
235,Nene Hilario\hilarne01,HOU,"$3,477,600 ","$3,651,480 ","$3,825,360 ",,,,Non-Bird Rights,"$10,954,440 ",3651480
236,Zaza Pachulia\pachuza01,GSW,"$3,477,600 ",,,,,,,"$3,477,600 ",3477600
237,Troy Daniels\danietr01,PHO,"$3,408,520 ","$3,258,540 ",,,,,Cap Space,"$6,667,060 ",3333530
241,Rajon Rondo\rondora01,NOP,"$3,300,000 ",,,,,,MLE,"$3,300,000 ",3300000
243,Jodie Meeks\meeksjo01,WAS,"$3,290,000 ","$3,454,500 ",,,,,Bi-annual Exception,"$3,290,000 ",3372250
244,Tyreke Evans\evansty01,MEM,"$3,290,000 ",,,,,,Bi-annual Exception,"$3,290,000 ",3290000
245,Tarik Black\blackta01,HOU,"$3,290,000 ",,,,,,Bi-annual Exception,"$3,290,000 ",3290000
246,Anthony Tolliver\tollian01,DET,"$3,290,000 ",,,,,,Bi-annual Exception,"$3,290,000 ",3290000
249,Ekpe Udoh\udohek01,UTA,"$3,200,000 ","$3,360,000 ",,,,,Room Exception,"$3,200,000 ",3280000
254,James Ennis\ennisja01,MEM,"$3,028,410 ",,,,,,Room exception,"$3,028,410 ",3028410
255,Seth Curry\curryse01,DAL,"$3,028,410 ",,,,,,Room exception,"$3,028,410 ",3028410
256,Mindaugas Kuzminskas\kuzmimi01,NYK,"$3,025,035 ",,,,,,Room Exception,"$3,025,035 ",3025035
257,Tomas Satoransky\satorto01,WAS,"$3,000,000 ","$3,129,187 ",,,,,Cap Space,"$6,129,187 ",3064594
258,Rajon Rondo\rondora01,CHI,"$3,000,000 ",,,,,,,"$3,000,000 ",3000000
263,Andrew Nicholson\nichoan01,POR,"$2,844,429 ","$2,844,429 ","$2,844,429 ","$2,844,429 ","$2,844,429 ",,,"$19,911,003 ",2844429
267,Michael Carter-Williams\cartemi01,CHO,"$2,700,000 ",,,,,,Bi-annual Exception,"$2,700,000 ",2700000
269,Cedi Osman\osmande01,CLE,"$2,642,857 ","$2,775,000 ","$2,907,143 ",,,,MLE,"$8,325,000 ",2775000
274,Manu Ginobili\ginobma01,SAS,"$2,500,000 ","$2,500,000 ",,,,,,"$5,000,000 ",2500000
275,Reggie Bullock\bullore01,DET,"$2,500,000 ","$2,500,000 ",,,,,Cap space,"$2,500,000 ",2500000
276,Richard Jefferson\jefferi01,CLE,"$2,500,000 ","$2,612,500 ",,,,,Cap Space,"$2,500,000 ",2556250
277,Malcolm Delaney\delanma01,ATL,"$2,500,000 ",,,,,,Room Exception,"$2,500,000 ",2500000
280,Ronnie Price\pricero01,OKC,"$2,442,455 ",,,,,,,"$2,442,455 ",2442455
288,Arron Afflalo\afflaar01,ORL,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
289,Raymond Felton\feltora01,OKC,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
290,Nick Collison\collini01,OKC,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
291,Ramon Sessions\sessira01,NYK,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
292,Jason Terry\terryja01,MIL,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
293,Udonis Haslem\hasleud01,MIA,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
294,David West\westda01,GSW,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
295,Jose Calderon\caldejo01,CLE,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
296,Dwyane Wade\wadedw01,CLE,"$2,328,652 ",,,,,,Minimum Salary,"$2,328,652 ",2328652
297,Emeka Okafor\okafoem01,PHI,"$2,328,652 ",,,,,,,,2328652
298,Kris Humphries\humphkr01,PHI,"$2,328,652 ",,,,,,,,2328652
299,Jarrett Jack\jackja01,NYK,"$2,328,652 ",,,,,,,,2328652
300,Gerald Green\greenge01,MIL,"$2,328,652 ",,,,,,,,2328652
301,Joel Anthony\anthojo01,MIL,"$2,328,652 ",,,,,,,,2328652
302,Andrew Bogut\bogutan01,LAL,"$2,328,652 ",,,,,,,,2328652
303,Kendrick Perkins\perkike01,CLE,"$2,328,652 ",,,,,,,,2328652
306,Dante Cunningham\cunnida01,NOP,"$2,300,000 ",,,,,,MLE,"$2,300,000 ",2300000
309,Monta Ellis\ellismo01,IND,"$2,245,400 ","$2,245,400 ","$2,245,400 ","$2,245,400 ","$2,245,400 ",,,"$11,227,000 ",2245400
314,Matt Barnes\barnema02,SAC,"$2,133,542 ","$2,133,542 ","$2,133,541 ",,,,,"$6,400,625 ",2133542
315,Marreese Speights\speigma01,ORL,"$2,116,955 ",,,,,,Minimum Salary,"$2,116,955 ",2116955
316,Michael Beasley\beaslmi01,NYK,"$2,116,955 ",,,,,,Minimum Salary,"$2,116,955 ",2116955
317,Luc Mbah a Moute\mbahalu01,HOU,"$2,116,955 ",,,,,,Minimum Salary,"$2,116,955 ",2116955
318,JaVale McGee\mcgeeja01,GSW,"$2,116,955 ",,,,,,,"$2,116,955 ",2116955
319,Jeff Green\greenje02,CLE,"$2,116,955 ",,,,,,Minimum Salary,"$2,116,955 ",2116955
320,Derrick Rose\rosede01,CLE,"$2,116,955 ",,,,,,Minimum Salary,"$2,116,955 ",2116955
321,Damien Wilkins\wilkida02,IND,"$2,116,955 ",,,,,,Minimum Salary,"$25,000 ",2116955
322,Omri Casspi\casspom01,GSW,"$2,106,470 ",,,,,,Minimum Salary,"$2,106,470 ",2106470
323,Mario Chalmers\chalmma01,MEM,"$2,106,407 ",,,,,,Minimum Salary,"$25,000 ",2106407
324,Darius Miller\milleda01,NOP,"$2,100,000 ","$2,205,000 ",,,,,MLE,"$2,100,000 ",2152500
328,Tim Frazier\fraziti01,WAS,"$2,000,000 ",,,,,,Room exception,"$2,000,000 ",2000000
329,Anthony Tolliver\tollian01,SAC,"$2,000,000 ",,,,,,,"$2,000,000 ",2000000
331,Luke Babbitt\babbilu01,ATL,"$1,974,159 ",,,,,,Minimum Salary,"$987,080 ",1974159
333,Anderson Varejao\varejan01,POR,"$1,913,345 ","$1,913,345 ","$1,913,345 ","$1,913,345 ",,,,"$7,653,380 ",1913345
335,Tim Duncan\duncati01,SAS,"$1,881,250 ","$1,881,250 ",,,,,,"$3,762,500 ",1881250
337,Larry Sanders\sandela01,MIL,"$1,865,547 ","$1,865,547 ","$1,865,547 ","$1,865,547 ","$1,865,547 ",,,"$9,327,735 ",1865547
339,Jeremy Evans\evansje01,ATL,"$1,841,849 ",,,,,,Minimum Salary,"$50,000 ",1841849
343,Eric Moreland\moreler01,DET,"$1,739,333 ","$1,826,300 ","$1,913,267 ",,,,MLE,"$750,000 ",1826300
346,Mike Scott\scottmi01,WAS,"$1,709,538 ",,,,,,Minimum Salary,"$1,709,538 ",1709538
347,Tyler Zeller\zellety01,BRK,"$1,709,538 ","$1,933,941 ",,,,,,"$1,709,538 ",1821740
348,Jordan Crawford\crawfjo02,NOP,"$1,709,538 ",,,,,,Minimum Salary,"$250,000 ",1709538
349,Donald Sloan\sloando01,WAS,"$1,709,538 ",,,,,,,,1709538
350,Quincy Acy\acyqu01,BRK,"$1,709,538 ",,,,,,,,1709538
351,John Jenkins\jenkijo01,ATL,"$1,709,538 ",,,,,,,,1709538
353,Mike Dunleavy\dunlemi02,ATL,"$1,662,500 ",,,,,,,"$1,662,500 ",1662500
360,Jeff Withey\witheje01,DAL,"$1,577,320 ","$1,795,015 ",,,,,Minimum Salary,"$350,000 ",1686168
361,Ian Clark\clarkia01,NOP,"$1,577,230 ",,,,,,Minimum Salary,"$1,577,230 ",1577230
362,Shabazz Muhammad\muhamsh01,MIN,"$1,577,230 ","$1,795,015 ",,,,,Minimum Salary,"$1,577,230 ",1686123
363,Willie Reed\reedwi02,LAC,"$1,577,230 ",,,,,,Minimum Salary,"$1,577,230 ",1577230
364,Robert Covington\covinro01,PHI,"$1,577,230 ",,,,,,Cap Space,"$53,547 ",1577230
365,Chris Johnson\johnsch04,HOU,"$1,577,230 ",,,,,,Minimum Salary,"$25,000 ",1577230
366,Marcus Williams\willima03,SAC,"$1,577,230 ",,,,,,,,1577230
367,Archie Goodwin\goodwar01,POR,"$1,577,230 ",,,,,,,,1577230
369,Joffrey Lauvergne\lauvejo01,SAS,"$1,524,305 ","$1,656,092 ",,,,,,"$1,524,305 ",1590199
371,Tyler Ennis\ennisty01,LAL,"$1,524,305 ","$1,656,092 ",,,,,Minimum Salary,"$1,524,305 ",1590199
372,Johnny O'Bryant\obryajo01,CHO,"$1,524,305 ",,,,,,Minimum Salary,"$1,524,305 ",1524305
373,Julyan Stone\stoneju01,CHO,"$1,524,305 ","$1,656,092 ",,,,,Minimum Salary,"$1,524,305 ",1590199
374,Joe Harris\harrijo01,BRK,"$1,524,305 ",,,,,,Minimum Salary,"$1,524,305 ",1524305
375,Sean Kilpatrick\kilpase01,BRK,"$1,524,305 ",,,,,,Minimum Salary,"$1,524,305 ",1524305
376,Shane Larkin\larkish01,BOS,"$1,524,305 ",,,,,,Minimum Salary,"$1,524,305 ",1524305
377,K.J. McDaniels\mcdankj01,TOR,"$1,524,305 ",,,,,,Minimum Salary,"$100,000 ",1524305
378,Spencer Dinwiddie\dinwisp01,BRK,"$1,524,305 ","$1,656,092 ",,,,,Minimum Salary,"$50,000 ",1590199
379,Elijah Millsap\millsel01,PHO,"$1,524,305 ",,,,,,,,1524305
380,Damjan Rudez\rudezda01,ORL,"$1,524,305 ",,,,,,,,1524305
381,Perry Jones\jonespe01,NOP,"$1,524,305 ",,,,,,,,1524305
382,Glenn Robinson\robingl02,IND,"$1,524,305 ",,,,,,,,1524305
383,Jarell Eddie\eddieja01,CHI,"$1,524,305 ",,,,,,,,1524305
386,Arron Afflalo\afflaar01,SAC,"$1,500,000 ",,,,,,,"$1,500,000 ",1500000
387,Josh Richardson\richajo01,MIA,"$1,471,382 ","$9,300,000 ","$10,100,000 ","$10,800,000 ","$11,600,000 ",,Minimum Salary,"$31,671,382 ",8654276
388,Troy Williams\willitr02,HOU,"$1,471,382 ","$1,544,951 ","$1,676,735 ",,,,Non-Bird Rights,"$1,926,316 ",1564356
390,Norman Powell\powelno01,TOR,"$1,471,382 ",,,,,,Cap Space,"$1,471,382 ",1471382
391,Pat Connaughton\connapa01,POR,"$1,471,382 ",,,,,,Minimum Salary,"$1,471,382 ",1471382
392,Josh Huestis\huestjo01,OKC,"$1,471,382 ","$2,243,326 ",,,,,,"$1,471,382 ",1857354
394,Jordan Mickey\mickejo01,MIA,"$1,471,382 ","$1,600,520 ",,,,,Minimum Salary,"$1,471,382 ",1535951
397,Montrezl Harrell\harremo01,LAC,"$1,471,382 ",,,,,,,"$1,471,382 ",1471382
398,Joe Young\youngjo01,IND,"$1,471,382 ","$1,600,520 ",,,,,Cap Space,"$1,471,382 ",1535951
400,Salah Mejri\mejrisa01,DAL,"$1,471,382 ",,,,,,Minimum Salary,"$1,471,382 ",1471382
402,Briante Weber\weberbr01,LAL,"$1,471,382 ",,,,,,Minimum Salary,"$50,000 ",1471382
403,Vander Blue\blueva01,LAL,"$1,471,382 ",,,,,,Minimum Salary,"$50,000 ",1471382
404,Raul Neto\netora01,UTA,"$1,471,382 ",,,,,,,,1471382
405,Richaun Holmes\holmeri01,PHI,"$1,471,382 ","$1,600,520 ",,,,,,,1535951
406,T.J. McConnell\mccontj01,PHI,"$1,471,382 ","$1,600,520 ",,,,,,,1535951
407,Cliff Alexander\alexacl01,NOP,"$1,471,382 ",,,,,,,,1471382
408,Maalik Wayns\waynsma01,DAL,"$1,471,382 ",,,,,,,,1471382
409,Edy Tavares\tavarwa01,CLE,"$1,471,382 ","$1,600,520 ",,,,,,,1535951
412,Willy Hernangomez\hernawi01,NYK,"$1,435,750 ","$1,544,951 ","$1,701,735 ",,,,Cap Space,"$2,980,701 ",1560812
414,Nikola Jokic\jokicni01,DEN,"$1,417,382 ","$1,600,520 ",,,,,,"$1,417,382 ",1508951
419,Kevin Martin\martike02,MIN,"$1,360,305 ","$1,360,305 ",,,,,,"$2,720,610 ",1360305
421,A.J. Hammons\hammoaj01,MIA,"$1,312,611 ","$1,544,951 ",,,,,Cap Space,"$2,857,562 ",1428781
422,Deyonta Davis\davisde01,MEM,"$1,312,611 ","$1,544,951 ",,,,,Cap Space,"$2,857,562 ",1428781
423,Chinanu Onuaku\onuakch01,HOU,"$1,312,611 ","$1,544,951 ",,,,,Minimum Salary,"$2,857,562 ",1428781
424,Wayne Selden\seldewa01,MEM,"$1,312,611 ","$1,544,951 ",,,,,,"$2,085,087 ",1428781
425,Cheick Diallo\diallch01,NOP,"$1,312,611 ","$1,544,951 ",,,,,Minimum Salary,"$1,812,611 ",1428781
426,Joel Bolomboy\bolomjo01,UTA,"$1,312,611 ","$1,544,951 ",,,,,Cap Space,"$1,312,611 ",1428781
429,Davis Bertans\bertada01,SAS,"$1,312,611 ",,,,,,Minimum Salary,"$1,312,611 ",1312611
431,Jake Layman\laymaja01,POR,"$1,312,611 ","$1,544,951 ",,,,,Cap Space,"$1,312,611 ",1428781
432,Tyler Ulis\ulisty01,PHO,"$1,312,611 ","$1,544,951 ","$1,676,735 ",,,,Cap Space,"$1,312,611 ",1511432
433,Malcolm Brogdon\brogdma01,MIL,"$1,312,611 ","$1,544,951 ",,,,,Cap Space,"$1,312,611 ",1428781
434,Andrew Harrison\harrian01,MEM,"$1,312,611 ","$1,544,951 ",,,,,Cap Space,"$1,312,611 ",1428781
435,Ivica Zubac\zubaciv01,LAL,"$1,312,611 ","$1,544,951 ",,,,,Cap Space,"$1,312,611 ",1428781
436,Patrick McCaw\mccawpa01,GSW,"$1,312,611 ",,,,,,Minimum Salary,"$1,312,611 ",1312611
438,Yogi Ferrell\ferreyo01,DAL,"$1,312,611 ",,,,,,Minimum Salary,"$1,312,611 ",1312611
439,Paul Zipser\zipsepa01,CHI,"$1,312,611 ","$1,544,951 ","$1,676,735 ",,,,Cap Space,"$1,312,611 ",1511432
440,Isaiah Whitehead\whiteis01,BRK,"$1,312,611 ","$1,544,951 ","$1,676,735 ",,,,Cap Space,"$1,312,611 ",1511432
441,Diamond Stone\stonedi01,ATL,"$1,312,611 ",,,,,,,"$1,312,611 ",1312611
442,Nicolas Brussino\brussni01,ATL,"$1,312,611 ","$1,544,951 ",,,,,Minimum Salary,"$1,312,611 ",1428781
443,Kay Felder\feldeka01,CLE,"$1,312,611 ","$1,544,951 ",,,,,Minimum Salary,"$456,529 ",1428781
444,Rodney McGruder\mcgruro01,MIA,"$1,312,611 ","$1,544,951 ",,,,,Minimum Salary,"$452,625 ",1428781
