last name,first name,position,team,year,average salary
Meeks,Jodie,Shooting Guard,WAS,2017,3372250
Satoransky,Tomas,Shooting Guard,WAS,2017,3000000
Frazier,Tim,Point Guard,WAS,2017,2045000
Oubre,Kelly,Small Forward,WAS,2017,2006640
Scott,Mike,Power Forward,WAS,2017,1709538
Sloan,Donald,Point Guard,WAS,2017,1709538
Felix,Carrick,Shooting Guard,WAS,2017,1312611
McCullough,Chris,Power Forward,WAS,2017,1267701
Ochefu,Daniel,Small Forward,WAS,2017,832994
McLellan,Sheldon,Shooting Guard,WAS,2017,724360
